#GEN	TIME		EVAL	BEST		AVG		STDDEV		WORST

307	16.28		3080000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
308	16.32		3090000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
309	16.37		3100000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
310	16.42		3110000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
311	16.46		3120000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
312	16.52		3130000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
313	16.57		3140000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
314	16.62		3150000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
315	16.66		3160000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
316	16.71		3170000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
317	16.75		3180000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
318	16.79		3190000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
319	16.84		3200000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
320	16.89		3210000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
321	16.95		3220000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
322	17.0		3230000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
323	17.5		3240000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
324	17.9		3250000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
325	17.14		3260000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
326	17.19		3270000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
327	17.24		3280000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
328	17.29		3290000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
329	17.34		3300000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
330	17.40		3310000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
331	17.45		3320000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
332	17.51		3330000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
333	17.56		3340000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
334	17.60		3350000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
